,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,type,marker
3103,"2520 W Horizon Ridge Pkwy, Ste 160","['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no', 'Caters: True', 'RestaurantsTableService: True']",GQNkJWhFyIw9J6WGytCARw,restaurants bakeries sandwiches desserts coffee & tea food,Henderson,"['Monday 6:30-18:30', 'Tuesday 6:30-18:30', 'Wednesday 6:30-18:30', 'Thursday 6:30-18:30', 'Friday 6:30-18:30', 'Saturday 6:30-18:30']",1,36.0066826661,-115.096467434,Great Harvest Bread,Anthem,89052,73,4.5,NV,business,Coffee
3104,1331 N 7th St,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: quiet', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",EQZHjgxpepRMnzo3hGdLMA,restaurants breakfast & brunch food coffee & tea american (new) american (traditional) sandwiches,Phoenix,"['Monday 7:30-14:0', 'Tuesday 7:30-14:0', 'Wednesday 7:30-14:0', 'Thursday 7:30-14:0', 'Friday 7:30-14:0']",1,33.4633481,-112.0640507,Bitter Creek Cafe,,85006,15,4.0,AZ,business,Coffee
3105,Ostendstr. 84,"['BusinessAcceptsCreditCards: False', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed: False', 'NoiseLevel: loud', 'OutdoorSeating: False', 'RestaurantsDelivery: False', 'RestaurantsTakeOut: False']",W9dfCizIWNkHSZpWty0FFg,italian coffee & tea cafes food restaurants ice cream & frozen yogurt,Stuttgart,"['Monday 10:0-23:0', 'Tuesday 10:0-23:0', 'Wednesday 10:0-23:0', 'Thursday 10:0-23:0', 'Friday 10:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-23:0']",1,48.784,9.20779,Bertazzoni,,70188,6,4.0,BW,business,Coffee
3106,"5 India Buildings, Victoria Street","['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: False', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: False', ""BusinessParking: {'garage': False, 'street': True, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",szjkoA6qf0_OaZOAEMTltQ,wine bars coffee & tea restaurants food cafes nightlife bars,Edinburgh,"['Monday 8:0-19:0', 'Tuesday 8:0-19:0', 'Wednesday 8:0-19:0', 'Thursday 8:0-19:0', 'Friday 8:0-19:0', 'Saturday 9:0-19:0', 'Sunday 9:0-19:0']",0,55.9485167,-3.1930731,Filament Coffee,Old Town,EH1 2EX,6,4.5,EDH,business,Coffee
3107,"30 Gibson Drive, Unit 120","['BikeParking: True', 'BusinessAcceptsCreditCards: True', 'OutdoorSeating: False', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True', 'WiFi: free', 'WheelchairAccessible: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""]",YNpwfdqBeP6j8aFrJp2sQw,food desserts cafes coffee & tea restaurants,Markham,"['Monday 15:0-23:0', 'Tuesday 15:0-23:0', 'Wednesday 15:0-23:0', 'Thursday 15:0-23:0', 'Friday 14:0-0:0', 'Saturday 14:0-0:0', 'Sunday 15:0-23:0']",1,43.8239861865,-79.3264116811,Sweet Esc,,L3R 8B5,101,4.0,ON,business,Coffee
3108,Schwabstr. 16 a,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", ""BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'BusinessAcceptsCreditCards: False', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'CoatCheck: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: False', 'Smoking: yes', 'WheelchairAccessible: False', 'WiFi: free']",G-6vskKmp3U3dQhkTX67aQ,restaurants nightlife breakfast & brunch bars food cafes coffee & tea,Stuttgart,"['Monday 7:0-1:0', 'Tuesday 7:0-1:0', 'Wednesday 7:0-1:0', 'Thursday 7:0-2:0', 'Friday 7:0-3:0', 'Saturday 7:0-3:0', 'Sunday 7:0-3:0']",0,48.7697875,9.1588455,Café Soho,,70197,19,4.0,BW,business,Coffee
3109,4646 Heritage Hills Boulevard,"['Alcohol: none', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly: False', 'Caters: True', 'OutdoorSeating: False', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True', 'WiFi: no']",M1U7h2PUg_smJI8fgeixOw,restaurants food italian coffee & tea bakeries,Mississauga,"['Tuesday 7:30-20:0', 'Wednesday 7:30-20:0', 'Thursday 7:30-20:0', 'Friday 7:30-20:0', 'Saturday 7:30-18:0', 'Sunday 7:30-18:0']",1,43.5987947,-79.6606157,Lazio Italian Bakery,East Credit,L5R 1Y3,39,4.5,ON,business,Coffee
3110,200 Grant St,"['Alcohol: none', 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: False', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating: False']",Aes4MuZLnFqglFJNMZxRbw,food restaurants african coffee & tea ethnic food specialty food imported food,Pittsburgh,"['Monday 11:0-14:0', 'Tuesday 11:0-14:0', 'Wednesday 11:0-14:0', 'Thursday 11:0-14:0', 'Friday 11:0-14:0']",1,40.4371691,-79.9981261,Lydiah's Coffee House,Downtown,15219,19,4.5,PA,business,Coffee
3111,"7703 N El Capitan Way, Ste 140","['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: True', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free', ""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}""]",anQ0TggcB6f4yO4csQ44oA,juice bars & smoothies food restaurants coffee & tea sandwiches,Las Vegas,"['Monday 8:0-19:0', 'Tuesday 8:0-19:0', 'Wednesday 8:0-19:0', 'Thursday 8:0-19:0', 'Friday 8:0-19:0', 'Saturday 8:0-18:0', 'Sunday 9:0-17:0']",1,36.3005326,-115.2842028,Elevated Juice,Centennial,89143,64,4.0,NV,business,Coffee
3112,2706 W Mallard Creek Church Rd,"['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'DogsAllowed: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: True', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",9Q0qx2NbjpHYAQm_dBnL9A,restaurants bars food beer wine & spirits breakfast & brunch coffee & tea cafes beer gardens wine bars creperies nightlife,Charlotte,"['Monday 7:0-22:0', 'Tuesday 7:0-22:0', 'Wednesday 7:0-22:0', 'Thursday 7:0-22:0', 'Friday 7:0-22:0', 'Saturday 7:0-22:0', 'Sunday 7:0-22:0']",1,35.3404555783,-80.7655794919,Cafeccino,Highland Creek,28262,80,4.0,NC,business,Coffee
3113,"The Village, 544 Church Street","['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'GoodForKids: True', 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free', ""GoodForMeal: {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}""]",VfaMlMtHJgndVw62GUiwCQ,restaurants coffee & tea cafes food,Toronto,"['Monday 6:30-23:0', 'Tuesday 6:30-23:0', 'Wednesday 6:30-23:0', 'Thursday 6:30-23:0', 'Friday 6:30-0:0', 'Saturday 6:30-0:0', 'Sunday 7:0-23:0']",1,43.6680968363,-79.380957,Second Cup,Church-Wellesley Village,M4Y 2E1,10,4.0,ON,business,Coffee
3114,"3575 Du Parc Avenue, Suite 560",['HasTV: False'],v0XdRxsWR0S1OOdrRNncFA,restaurants vietnamese coffee & tea food,Montréal,"['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-22:0', 'Saturday 11:0-22:0', 'Sunday 11:0-22:0']",1,45.5103438,-73.5751145,Luo Restaurant,Plateau-Mont-Royal,H2X 3P9,12,4.0,QC,business,Coffee
3115,7119 E 1st Ave,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free', 'RestaurantsDelivery: False', 'DogsAllowed: True']",GKK0iaO5Ua3yeT_KFh0ICQ,juice bars & smoothies salad coffee & tea restaurants food health markets specialty food organic stores,Scottsdale,"['Monday 7:0-18:0', 'Tuesday 7:0-18:0', 'Wednesday 7:0-18:0', 'Thursday 7:0-18:0', 'Friday 7:0-18:0', 'Saturday 8:0-16:30', 'Sunday 9:0-16:0']",1,33.493756,-111.927603,Kaleidoscope Juice,,85251,91,4.5,AZ,business,Coffee
3116,1127 Avenue du Mont-Royal E,"['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}""]",gkxmQi2cipbysXFgT_w_jA,restaurants breakfast & brunch food bagels coffee & tea cafes bakeries fast food,Montréal,"['Monday 6:0-22:0', 'Tuesday 6:0-22:0', 'Wednesday 6:0-22:0', 'Thursday 6:0-22:0', 'Friday 6:0-22:0', 'Saturday 6:0-22:0', 'Sunday 6:0-22:0']",1,45.5283871,-73.5790169,St-Viateur Bagel & Café,Plateau-Mont-Royal,H2J 1X9,192,4.0,QC,business,Coffee
3117,"9631 Yonge Street, Unit 2","['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",ozAgTWLhDvGY9myB65QkUw,comfort food ice cream & frozen yogurt food restaurants diners african coffee & tea sandwiches south african desserts,Richmond Hill,"['Monday 12:0-21:0', 'Tuesday 12:0-22:30', 'Wednesday 12:0-22:30', 'Thursday 12:0-22:30', 'Friday 12:0-0:30', 'Saturday 12:0-0:30', 'Sunday 12:0-22:30']",0,43.8639399879,-79.4354499131,Milky Lane,,L4C 0M5,18,4.0,ON,business,Coffee
3118,"48 Raeburn Place, Stockbridge","['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",xCcLCK1Fho4oyRmPqU05NA,coffee & tea food french restaurants delis,Edinburgh,"['Monday 9:0-19:0', 'Tuesday 9:0-19:0', 'Wednesday 9:0-19:0', 'Thursday 9:0-19:0', 'Friday 9:0-23:0', 'Saturday 9:0-19:0', 'Sunday 9:0-18:30']",1,55.957849474,-3.2131576538,Henri of Edinburgh,Stockbridge,EH4 1HL,11,4.0,EDH,business,Coffee
3119,"225 W University Dr, Ste 101","['Alcohol: beer_and_wine', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly: False', 'Caters: True', 'DogsAllowed: False', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'OutdoorSeating: True', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",NxjUiGBNgyDErKXnmQ3s3w,coffee & tea restaurants breakfast & brunch sandwiches food,Tempe,"['Monday 7:0-22:0', 'Tuesday 7:0-22:0', 'Wednesday 7:0-22:0', 'Thursday 7:0-22:0', 'Friday 7:0-22:0', 'Saturday 7:0-22:0', 'Sunday 7:0-22:0']",1,33.4214126083,-111.942980289,Cartel Coffee Lab,,85281,593,4.0,AZ,business,Coffee
3120,"219 E Main St, Ste A","['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: free']",98wHSByl7JRdrYcMuFfGeA,specialty food food coffee & tea cafes chocolatiers & shops restaurants,Mount Horeb,"['Monday 8:0-17:30', 'Tuesday 8:0-17:30', 'Wednesday 8:0-17:30', 'Thursday 8:0-17:30', 'Friday 8:0-17:30', 'Saturday 8:0-17:30', 'Sunday 9:0-15:0']",1,43.0085249,-89.7372832,Sjolinds Chocolate House,,53572,35,4.5,WI,business,Coffee
3121,5030 Spring Mountain Rd,"['Alcohol: none', 'BikeParking: False', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly: False', 'Caters: False', ""GoodForMeal: {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating: True', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",IZivKqtHyz4-ts8KsnvMrA,taiwanese coffee & tea bubble tea food restaurants juice bars & smoothies,Las Vegas,"['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-0:0', 'Saturday 11:0-0:0', 'Sunday 11:0-23:0']",1,36.1270199715,-115.20964399,Kung Fu Tea,Chinatown,89146,865,4.5,NV,business,Coffee
3122,45 S Bassett St,"[""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True']",Jrwc8lczFNNXOMolie1amg,cafes coffee & tea food restaurants,Madison,"['Monday 6:30-19:0', 'Tuesday 6:30-19:0', 'Wednesday 6:30-19:0', 'Thursday 6:30-19:0', 'Friday 6:30-19:0', 'Saturday 6:30-19:0', 'Sunday 7:0-17:0']",1,43.0695199,-89.3896138,Highland Espresso Bar,Capitol,53703,7,5.0,WI,business,Coffee
